full_name,html_url,description,first_seen_at,last_seen_at,merged_tags_json,language,stars,forks,open_issues,updated_at,license_spdx,topics_json
Hemant27031999/Prey_Predator_Genetic_Algorithm,https://github.com/Hemant27031999/Prey_Predator_Genetic_Algorithm,See the live simulation at : https://hemant27031999.github.io/Prey_Predator_Genetic_Algorithm/,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,3,1,0,2023-01-26T22:23:24Z,,"[""autonomous-agents"", ""ecosystem-model"", ""genetic-algorithm"", ""prey-predator""]"
clementpl/influx-crypto-trader,https://github.com/clementpl/influx-crypto-trader,"Node js trading bot, let you create trading strategy and run it (backtest/simulation/live)",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",TypeScript,77,19,1,2026-02-13T11:57:57Z,MIT,"[""cryptocurrency"", ""genetic-algorithm"", ""grafana"", ""influxdb"", ""node-js"", ""trading-bot"", ""trading-strategies"", ""typescript""]"
nishantdhol/Genetic-based-Load-Balancing-Cloud-Computing,https://github.com/nishantdhol/Genetic-based-Load-Balancing-Cloud-Computing,"The results of the simulation show that the Genetic algorithm performs well compared to First Come First Serve Algorithm, Round Robin Algorithm, and Shortest Job First algorithm.",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Java,20,6,0,2025-11-13T02:41:00Z,,"[""cloud-computing"", ""cloudsim-simulator"", ""fcfs-scheduling"", ""genetic-algorithm-java"", ""java"", ""load-balancing"", ""rr-scheduling"", ""sjf-scheduling""]"
BLayman/Artificial-Life-Simulator,https://github.com/BLayman/Artificial-Life-Simulator,"An ecologically inspired multi-agent system. Agents are designed with neural network based decision making, and complex resource requirements.",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C#,55,5,0,2025-10-04T21:38:18Z,NOASSERTION,"[""artificial-intelligence"", ""artificial-life"", ""ecological-modelling"", ""ecological-simulations"", ""ecology"", ""evolutionary-algorithms"", ""genetic-algorithm"", ""gplv3"", ""multi-agent-simulation"", ""multi-agent-systems"", ""neural-networks"", ""open-source"", ""simulation""]"
nature-of-code/NOC-S18,https://github.com/nature-of-code/NOC-S18,Course repo and syllabus for Nature of Code Spring 2018 at ITP.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,89,28,2,2024-10-28T20:15:13Z,,"[""genetic-algorithm"", ""itp"", ""nature"", ""neural-network"", ""physics"", ""simulation"", ""syllabus""]"
Gerben-Tx/Improved-Colony-Simulation,https://github.com/Gerben-Tx/Improved-Colony-Simulation,"Evolution simulator featuring Neural Networks, Genetic Algorithms and Steering Behaviours",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C#,6,1,0,2025-10-08T07:24:33Z,,"[""c-sharp"", ""genetic-algorithm"", ""neural-network"", ""unity""]"
daniruiz/Cleaning-Robot-AI,https://github.com/daniruiz/Cleaning-Robot-AI,Neural Network robot simulation represented in Unity3D and evolved through genetic algorithms.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C#,22,3,0,2025-01-28T08:13:54Z,MIT,"[""ai"", ""genetic-algorithm"", ""genetic-algorithms"", ""neural-network"", ""unity3d""]"
mrm8488/flappy_birds_genetic_evol,https://github.com/mrm8488/flappy_birds_genetic_evol,Simulation of Flappy Birds game using a simple neural network and genetic evolution strategy,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,4,3,0,2024-01-30T19:30:11Z,MIT,"[""flappy-bird-game"", ""game"", ""genetic-algorithm"", ""neural-network""]"
raikel/GeneticCrn,https://github.com/raikel/GeneticCrn,"Simulation code for the paper ""Genetic Algorithm Aided Transmit Power Control in Cognitive Radio Networks""",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C,4,1,0,2025-12-31T04:37:40Z,MIT,"[""c"", ""cognitive-radio"", ""genetic-algorithm"", ""matlab"", ""power-control"", ""research-paper""]"
petercollingridge/bloops-canvas,https://github.com/petercollingridge/bloops-canvas,Ecology and evolution simulation using Javascript and canvas,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,1,1,0,2020-07-08T07:43:16Z,GPL-3.0,"[""alife"", ""canvas"", ""evolution"", ""genetic-algorithm"", ""javascript"", ""tutorial""]"
luxedo/two-neurons-worm,https://github.com/luxedo/two-neurons-worm, This is a simulation for creating a worm that find it's food using two neurons. ,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,4,2,0,2020-11-17T16:21:18Z,GPL-3.0,"[""elegans"", ""food"", ""genetic-algorithm"", ""machine-learning"", ""neural-network"", ""perceptron"", ""random-walk"", ""worm""]"
Niwils/SubCity,https://github.com/Niwils/SubCity,SubCity (ex CityLife) is an open-source city management simulation written in C++,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Makefile,6,2,7,2020-12-26T21:26:14Z,NOASSERTION,"[""c-plus-plus"", ""city-builder"", ""genetic-algorithm"", ""video-game""]"
Aniket144/Cloud_Simulation_Project,https://github.com/Aniket144/Cloud_Simulation_Project,WorkFlow Scheduling Using Hybrid Genetic Algorithm - Particle Swarm Optimization Algorithm.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Java,41,14,1,2025-12-22T22:09:19Z,MIT,"[""cloudsim"", ""eclipse"", ""genetic-algorithm"", ""high-performance-computing"", ""java"", ""particle-swarm-optimization""]"
geotyper/Agairo-Bot,https://github.com/geotyper/Agairo-Bot,Program simulation genetic algorithm for Agario Bot with neural network c++ language/ Программа и исходники бота по игре Агарио на нейронной сети,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Cuda,2,1,0,2018-11-18T00:38:16Z,,"[""c-plus-plus"", ""cuda"", ""genetic-algorithm"", ""neural-network"", ""sfml2""]"
mnitchev/microverse,https://github.com/mnitchev/microverse,Genetic algorithms training neural networks.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,3,2,0,2019-05-14T16:05:32Z,,"[""algorithm"", ""genetic"", ""neural-network"", ""simulation""]"
ljmocic/evolutionary-game-of-life,https://github.com/ljmocic/evolutionary-game-of-life,Artificial life simulation using genetic algorithm,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,15,5,0,2025-06-15T04:50:18Z,,"[""artificial-intelligence"", ""javascript"", ""p5js""]"
dimgold/Artificial_Curiosity,https://github.com/dimgold/Artificial_Curiosity,Adaptive Reinforcement Learning of curious AI basketball agents,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Jupyter Notebook,22,7,0,2025-10-08T08:44:47Z,,"[""adaptive-learning"", ""artificial-intelligence"", ""basketball"", ""bayesian-inference"", ""bayesian-network"", ""curiosity"", ""data-science"", ""feature-selection"", ""genetic-algorithm"", ""information-gain"", ""nba"", ""neural-networks"", ""one-hot-encode"", ""pandas"", ""random-forest"", ""reinforcement-learning"", ""seaborn"", ""sgd"", ""simulation"", ""svm-classifier""]"
uw-cmg/StructOpt_modular,https://github.com/uw-cmg/StructOpt_modular,A flexible and modular Structure Optimization suite for combining experimental data with energy simulations to create atomic structures.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Forth,3,5,4,2020-02-11T17:59:53Z,,"[""experimental-data"", ""genetic-algorithm"", ""material"", ""optimizer"", ""simulation""]"
cpetry/AntSim,https://github.com/cpetry/AntSim,A fun project to test some pathfinding and genetic algorithms,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,19,2,15,2025-10-08T07:18:15Z,MIT,"[""ant"", ""genetics"", ""simulation""]"
pavitrakumar78/Python-Genetic-Cars-Box2D,https://github.com/pavitrakumar78/Python-Genetic-Cars-Box2D,A python implementation of generating cars using genetic programming with Box2D library.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,5,4,0,2024-12-04T02:52:08Z,,"[""box2d"", ""generating-cars"", ""genetic-algorithm"", ""genetic-programming"", ""python"", ""simulation""]"
cesumilo/LoveBrains,https://github.com/cesumilo/LoveBrains,LoveBrains is a simulator of artificial intelligence based on a plugin system.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",HTML,8,2,1,2023-11-03T09:47:12Z,,"[""agent-based"", ""artificial-intelligence"", ""artificial-neural-network"", ""genetic-algorithm"", ""machine-learning"", ""natural-computation"", ""plugin-system"", ""sfml-graphics-library"", ""simulation""]"
inoryy/csb-ai-starter,https://github.com/inoryy/csb-ai-starter,Starter Bot for Codingame's Coders Strike Back AI Challenge (Simulation Engine + Random Search),2026-02-19T05:08:46Z,2026-02-19T05:34:19Z,"{""method"": [""genetic-algorithm""], ""intent"": [""engine"", ""simulation""]}",C++,41,12,0,2025-10-24T05:58:03Z,MIT,"[""artificial-intelligence"", ""codingame"", ""game-ai"", ""genetic-algorithm"", ""search-algorithm""]"
philharmonic/philharmonic,https://github.com/philharmonic/philharmonic,A Geo-Distributed Cloud Simulator.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,10,4,1,2024-03-19T05:40:48Z,GPL-3.0,"[""cloud-computing"", ""data-center"", ""electricity-prices"", ""energy-efficiency"", ""genetic-algorithm"", ""optimization"", ""python"", ""simulation"", ""temperature""]"
one-work/rails_auth,https://github.com/one-work/rails_auth,New Wave Auth Engine,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",HTML,2,1,8,2026-02-17T10:21:09Z,,"[""design"", ""engine"", ""work""]"
alzweidi/qm3d,https://github.com/alzweidi/qm3d,"3D quantum wave packet engine. possibly the world's first open-source, browser-based 3D quantum wave packet simulator in JavaScript, bringing real-time quantum visualisation directly to anyone online.",2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",JavaScript,7,1,1,2025-12-28T09:35:43Z,NOASSERTION,"[""educational-software"", ""fun-project"", ""packet"", ""physics"", ""physics-engine"", ""physics-simulation"", ""quantum"", ""quantum-information"", ""quantum-mechanics"", ""quantum-physics"", ""wave""]"
miawinter98/Wave,https://github.com/miawinter98/Wave,The Collaborative Open Source Blogging Engine,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",HTML,19,2,2,2025-12-19T23:07:27Z,MIT,"[""blogging"", ""blogging-application"", ""blogging-platform"", ""webapp""]"
wavedrom/wavedrom,https://github.com/wavedrom/wavedrom,:ocean: Digital timing diagram rendering engine,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",JavaScript,3349,401,192,2026-02-16T19:38:28Z,MIT,"[""diagram"", ""hacktoberfest"", ""svg""]"
FahimKamal/UE5_Survivor_io,https://github.com/FahimKamal/UE5_Survivor_io,"Spellcaster is a fast-paced top-down action survival game built with Unreal Engine using Blueprints. Play as a young sorcerer’s apprentice, wielding powerful spells to fend off waves of hostile slimes. Level up, unlock and upgrade spells, and survive for as long as you can!",2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C++,14,1,0,2025-10-28T07:08:55Z,MIT,"[""blueprint"", ""cpp"", ""unreal-engine-5"", ""unrealengine""]"
sharky76/zwave-automation-engine,https://github.com/sharky76/zwave-automation-engine,Create and manage Z-WAVE scenes which are activated by certain criteria,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C,5,1,0,2025-08-20T19:49:07Z,GPL-3.0,"[""automation"", ""blink"", ""homebridge"", ""homekit"", ""homekit-bridge"", ""iot"", ""iot-platform"", ""razberry"", ""zwave"", ""zway""]"
itaruf/BrackeysGameJam2022.2,https://github.com/itaruf/BrackeysGameJam2022.2,Game made with Unreal Engine 5 for the BrackeysGameJam2022.2. Gone Rogue is a 3D FPS game where you play as an AI in a fast-paced environment in which you must survive against waves of enemies until a hacker extract you.,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",,1,1,0,2025-12-10T02:27:56Z,MIT,"[""3d"", ""blueprint"", ""game"", ""portfolio"", ""unreal-engine-5""]"
douze/estm,https://github.com/douze/estm,Wave Function Collapse in Godot Engine,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",GDScript,8,2,0,2024-06-22T13:35:40Z,MIT,"[""godotengine"", ""procedural-generation"", ""wavefunctioncollapse""]"
OneLoneCoder/olcSoundWaveEngine,https://github.com/OneLoneCoder/olcSoundWaveEngine,"A single file, easy to use, audio playback and synthesis framework",2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C++,114,22,20,2026-02-05T06:05:59Z,,"[""audio"", ""audio-playback-library"", ""cpp"", ""synthesizer""]"
hive-engine/steem-engine-dex,https://github.com/hive-engine/steem-engine-dex,The new wave Steem Engine decentralised exchange.,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",HTML,7,14,50,2025-10-16T08:17:01Z,MIT,"[""aurelia"", ""crpyotcurrency"", ""crypto"", ""steem"", ""steem-engine-dex""]"
themattrosen/Planeverb,https://github.com/themattrosen/Planeverb,Project Planeverb is a CPU based real-time wave-based acoustics engine for games. It comes with an integration with the Unity Engine.,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C++,49,10,0,2026-02-03T00:36:20Z,MIT,"[""acoustics"", ""acoustics-engine"", ""audio-processing"", ""concept"", ""cpu"", ""digital-signal-processing"", ""dsp"", ""multithreading"", ""proof"", ""reverb"", ""unity-engine"", ""wave"", ""wave-simulation""]"
TU-JourneyMan-Team-4/Castle-Rumble-Imps-Omen,https://github.com/TU-JourneyMan-Team-4/Castle-Rumble-Imps-Omen,"A 3D, first-person, wave-based, survival game made by a team of 16 second-year students at Teesside University in Unreal Engine 4.",2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",,6,1,0,2022-10-04T23:20:36Z,,"[""first-person-shooter"", ""gothic"", ""unreal-engine-4"", ""wave-based""]"
v-pukman-gd/godot-audio-waveform-module,https://github.com/v-pukman-gd/godot-audio-waveform-module,Custom module for Godot Engine to draw audio waveforms ,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C++,15,1,1,2025-06-18T14:39:55Z,,"[""godot""]"
mss1451/wavesim_cpp,https://github.com/mss1451/wavesim_cpp,2D wave engine written in C++,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C++,2,1,0,2022-02-28T11:07:46Z,MIT,"[""cairomm"", ""cpp11"", ""gtkmm3-library"", ""linux-app"", ""simulator""]"
AdityaPrakash-26/SoundWaveVisualizer,https://github.com/AdityaPrakash-26/SoundWaveVisualizer,An Unreal Engine 4 utility tool to help visualize sound clips using 3D bars.,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C++,12,2,0,2025-11-15T11:22:14Z,,"[""cpp"", ""ue4"", ""unreal-engine"", ""unreal-engine-4"", ""visualization"", ""visualize-sound-clips""]"
mryderie/waveripper-godot-vr-csharp,https://github.com/mryderie/waveripper-godot-vr-csharp,A simple VR demo created with the Godot Engine using C#. ,2026-02-19T05:08:50Z,2026-02-19T05:08:50Z,"{""domain"": [""wave""], ""intent"": [""engine""]}",C#,4,3,0,2024-11-07T12:35:40Z,MIT,"[""game"", ""godot-engine"", ""vr""]"
